id,segmentationSetId,wsi,cellType,segmentationQuality,specialCharacteristics,objectType,bbox,convexArea,eccentricity,equivalentDiameter,perimeter,meanIntensity,eulerNumber,extent
18642,1,1,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1422, 796, 1573, 943]",17763.0,0.2261004426238319,149.88766382478562,493.58787847867995,0.5767578060551509,1.0,0.7949272424201469
18643,1,1,,,,,"[1, 1352, 158, 1535]",22953.0,0.5138648840529547,170.46743421982575,563.5290039756343,0.6615178282142283,1.0,0.7943684521944937
18644,1,1,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[368, 610, 517, 797]",22267.0,0.6034290972716658,167.89356831305886,557.8721497261419,0.7114130398223699,1.0,0.7945662706815491
18645,1,1,,,,,"[444, 200, 599, 339]",17213.0,0.4417111875434657,147.64529875824263,485.58787847867995,0.6228203203725272,1.0,0.7946623346484103
18646,1,1,,,,,"[696, 510, 917, 689]",31491.0,0.5857470336011736,199.80597069449908,662.4406922210658,0.6972890602430735,1.0,0.7926135645491544
18647,1,1,,,,,"[1716, 372, 1845, 505]",13759.0,0.24025157370381264,131.94318586105112,433.30360723121805,0.6811471762153264,1.0,0.7969341959550038
18648,1,1,,,,{'Not recognizeable'},"[1519, 2103, 1642, 2210]",10583.0,0.4926248915218966,115.65198406185205,381.0193359837562,0.6260758584800888,1.0,0.7981916267760808
18649,1,1,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[910, 548, 1049, 669]",13459.0,0.4914518626863133,130.53645018610965,429.30360723121805,0.7039524432957819,1.0,0.7957072358642012
18650,1,1,,,,,"[489, 488, 626, 627]",15251.0,0.16880598436799985,138.9098459449919,456.6173157302028,0.6716213764692944,1.0,0.7958304888935567
18651,1,1,,,,,"[1175, 748, 1282, 861]",9733.0,0.3234526972951355,110.89734335229556,363.36248173426384,0.6229598837617664,1.0,0.7988586551980812
18652,1,1,,,,,"[335, 1690, 468, 1813]",13119.0,0.3828229022881432,128.8280926879803,423.6467529817257,0.6723720308370376,1.0,0.7968090959105079
18653,1,1,,,,,"[1544, 2251, 1671, 2366]",11727.0,0.4254561541842001,121.78656517292828,400.3330444827409,0.6206129253205274,1.0,0.7976035604245122
18654,1,1,{'Promyelocyte'},{'Good'},{'Auer rods'},{'Cell'},"[1352, 1679, 1479, 1804]",12721.0,0.17879713559916438,126.87618990215091,415.6467529817257,0.6256078356619877,1.0,0.7964094488188976
18655,1,1,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[713, 2336, 928, 2549]",36459.0,0.1386510906377956,214.91106180294219,709.0681092190351,0.5996858752070919,1.0,0.7921170433453434
18656,1,1,,,,,"[708, 681, 841, 806]",13309.0,0.34097530658511044,129.78322671786776,425.30360723121805,0.6686526729896737,1.0,0.7957293233082707
18657,1,1,{'Promyelocyte'},{'Good'},{'None'},{'Not recognizeable'},"[288, 816, 421, 949]",14149.0,0.0,133.84022995676227,438.96046148071053,0.6866480048333214,1.0,0.7953530442647974
18658,1,1,,,,,"[1190, 1760, 1361, 1927]",22807.0,0.21551599500261232,169.93630016608645,559.5290039756343,0.6952921326220184,1.0,0.7942360892250586
18659,1,1,,,,,"[210, 2170, 327, 2269]",9331.0,0.5310682800146082,108.57681587108213,357.70562748477136,0.600124770853584,1.0,0.7993611326944661
18660,1,1,,,,,"[670, 1276, 787, 1423]",13785.0,0.6041951252016329,132.06857507873323,437.30360723121805,0.6815860544565298,1.0,0.7964997964997965
18661,1,1,,,,,"[694, 1120, 859, 1261]",18605.0,0.5184030948093651,153.4471208618375,507.2447327281723,0.7467782068466818,1.0,0.7948850204169353
18662,1,1,,,,,"[380, 347, 541, 504]",20211.0,0.2219314775194945,159.93157666384926,526.5584412271571,0.6371429432944964,1.0,0.7947541243027259
18663,1,1,,,,,"[601, 1022, 726, 1151]",12927.0,0.2480046387318018,127.9056484691044,419.6467529817257,0.6777536426882995,1.0,0.7968372093023256
18664,1,1,,,,,"[742, 79, 921, 232]",21861.0,0.5182824427378099,166.40054200439246,549.8721497261419,0.6328963080596196,1.0,0.7940628765472669
18665,1,1,,,,,"[1343, 880, 1466, 995]",11335.0,0.35122722829634323,119.78370686207931,392.33304448274095,0.5875159304982087,1.0,0.7966772711205373
18666,1,1,,,,,"[129, 1825, 296, 1984]",21185.0,0.3061973101340613,163.81718433785582,537.8721497261419,0.6500400597063802,1.0,0.7937709486687003
18667,1,1,,,,,"[573, 287, 700, 410]",12543.0,0.2484900558480008,125.9394497715705,413.98989873223326,0.6548724796987914,1.0,0.7974521477498241
18668,1,1,,,,,"[870, 181, 973, 264]",6893.0,0.5909175623989018,93.35590331474592,307.0782104868019,0.5580285804150733,1.0,0.800678441923032
18669,1,1,,,,,"[1171, 2449, 1264, 2548]",7423.0,0.3421956504796405,96.87646093991505,316.73506473629425,0.5516335302896087,1.0,0.8005865102639296
18670,1,1,,,,,"[414, 908, 543, 1049]",14589.0,0.4010996591962585,135.8232961007344,446.96046148071053,0.7218635531755666,1.0,0.7965803507614492
18671,1,1,,,,,"[692, 400, 817, 517]",11739.0,0.3516240757569734,121.84927710559772,400.3330444827409,0.6173100527146801,1.0,0.7973333333333333
18672,1,1,,,,,"[602, 115, 751, 304]",22499.0,0.6140679389146964,168.73324941997348,561.8721497261419,0.6640786730748827,1.0,0.7940414047796598
18673,1,1,,,,,"[777, 1, 912, 110]",11815.0,0.5884775137545405,122.23528973854944,404.3330444827409,0.6357701594192001,1.0,0.7974855589534489
18674,1,1,,,,,"[190, 2, 285, 71]",5307.0,0.6857618610189413,81.82888711061773,272.45079348883235,0.48296907657834,1.0,0.8022883295194508
18675,1,1,{'Promyelocyte'},{'Good'},{'Auer rods'},{'Cell'},"[1680, 1138, 1781, 1253]",9351.0,0.476391536525166,108.71744429380465,357.70562748477136,0.5958444536819361,1.0,0.7992251399052949
18676,1,1,,,,,"[1806, 1777, 1913, 1886]",9395.0,0.19223005612077745,108.92804651414154,357.70562748477136,0.6276931213691614,1.0,0.7990225499442682
18677,1,1,,,,,"[567, 1428, 704, 1553]",13729.0,0.40868783966156624,131.80801791966715,433.30360723121805,0.6723167582465746,1.0,0.7967883211678832
18678,1,1,,,,,"[1048, 953, 1213, 1118]",21745.0,0.0,165.93313459010497,545.8721497261419,0.6244135049756319,1.0,0.7943067033976124
18679,1,1,,,,,"[1406, 2376, 1589, 2559]",26697.0,0.0,183.89811186554002,606.1564209736038,0.6402061519949269,1.0,0.7931261011078264
18680,1,1,,,,,"[1002, 1338, 1169, 1539]",26771.0,0.5560712774449054,184.14027890671318,610.1564209736038,0.6234518929067627,1.0,0.7933684869067834
18681,1,1,,,,,"[84, 2094, 197, 2227]",12041.0,0.525065273719504,123.42735172058184,405.98989873223326,0.616166906844309,1.0,0.7961274868587398
18682,1,1,,,,,"[558, 1134, 691, 1259]",13309.0,0.34097530658511044,129.78322671786776,425.30360723121805,0.6994186734728665,1.0,0.7957293233082707
18683,1,1,,,,,"[1538, 1036, 1673, 1139]",11167.0,0.6442503035582888,118.84463079898545,394.6761902332486,0.5684319781243427,1.0,0.7977705861201007
18684,1,1,,,,,"[292, 931, 431, 1062]",14589.0,0.3318375221213299,135.86078786767598,446.96046148071053,0.6920280646029536,1.0,0.7961447635784502
18685,1,1,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[11, 364, 158, 511]",17273.0,0.0,147.9037816220222,485.58787847867995,0.722720307019496,1.0,0.7950853810912121
18686,1,1,,,,,"[1290, 971, 1409, 1078]",10221.0,0.43437902445361176,113.72024470548351,373.0193359837562,0.6062700743426246,1.0,0.7976910390324354
18687,1,1,,,,,"[618, 1976, 747, 2087]",11485.0,0.5067615417433439,120.53603795119923,396.33304448274095,0.6114151677517909,1.0,0.7969131922620295
18688,1,1,,,,,"[269, 1515, 438, 1696]",24383.0,0.3572142820834853,175.77018391353732,578.842712474619,0.6580734279422876,1.0,0.7932590146784791
18689,1,1,,,,,"[1080, 2138, 1213, 2265]",13537.0,0.2972371120251909,130.88711958940658,429.30360723121805,0.6313841438928601,1.0,0.7965780593215321
18690,1,1,,,,,"[1428, 678, 1575, 813]",15875.0,0.3966203209922141,141.76771922283487,466.2741699796952,0.5566419688584968,1.0,0.7954144620811288
18691,1,1,,,,,"[1099, 2029, 1218, 2146]",11187.0,0.1863680275546792,118.91960151032065,390.6761902332486,0.6142751519356279,1.0,0.7977447389212096
18692,1,1,,,,,"[1422, 1356, 1551, 1489]",13759.0,0.24025157370381264,131.94318586105112,433.30360723121805,0.6923420085670485,1.0,0.7969341959550038
18693,1,1,,,,,"[1785, 1045, 1900, 1148]",9519.0,0.44277333259092305,109.70840175839541,359.36248173426384,0.583109355760076,1.0,0.7980582524271844
18694,1,1,,,,,"[149, 169, 278, 283]",11802.0,0.5588480367641101,119.06405457181988,432.53405460951757,0.6817305312820295,1.0,0.7571059431524548
18695,1,1,,,,,"[461, 63, 584, 200]",13499.0,0.4389453534510222,130.71190248329015,429.30360723121805,0.6846252115452336,1.0,0.7963325618657646
18696,1,1,,,,,"[301, 0, 470, 89]",12758.0,0.8443935818042158,127.14685406844464,444.048773235279,0.7196626494138649,1.0,0.8441592979190213
18697,1,1,,,,,"[892, 55, 1085, 202]",22655.0,0.6469387850141287,169.3283239977622,565.8721497261417,0.7735979505585262,1.0,0.7937330372563534
18698,1,1,,,,,"[1837, 368, 1920, 531]",11187.0,0.855082202350148,118.90889430267185,420.04877323527916,0.7219750042287966,1.0,0.8208293295882918
18699,1,1,,,,,"[52, 546, 245, 699]",23557.0,0.608984860730459,172.73049022039814,573.1858582251266,0.7044690155746505,1.0,0.7935588743269328
18700,1,1,{'Promyelocyte'},{'Good'},{'Auer rods'},{'Cell'},"[0, 796, 108, 915]",10754.0,0.3867355044182377,116.67680665971432,383.22034611053283,0.6349441069005229,1.0,0.8319327731092437
18701,1,1,,,,,"[160, 959, 309, 1108]",17761.0,0.0,149.88766382478562,493.58787847867995,0.7405415364014692,1.0,0.7947840187378947
18702,1,1,,,,,"[25, 883, 136, 1066]",16263.0,0.7939281633429478,143.46399283668327,492.6173157302028,0.6588852311275268,1.0,0.7957957957957958
18703,1,1,,,,,"[0, 1184, 52, 1285]",4444.0,0.8512215668027663,74.95020261061032,260.99494936611666,0.5188393091923986,1.0,0.8400609291698401
18704,1,1,,,,,"[543, 634, 720, 804]",19177.0,0.37228475729718735,155.47492645695982,565.98484809835,0.7219097491001668,1.0,0.6309405117979395
18705,1,1,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[591, 791, 685, 891]",6727.0,0.5422245188455567,91.79487625710549,329.10764773832483,0.5927650019258232,1.0,0.7040425531914893
18706,1,1,{'Promyelocyte'},{'Good'},{'Auer rods'},{'Cell'},"[591, 875, 721, 990]",9670.0,0.4864558321126292,108.71158840819031,395.6883835420683,0.653588982386318,1.0,0.6208695652173913
18707,1,1,,,,,"[452, 768, 599, 964]",18551.0,0.6481354362709475,149.6623869613905,549.5828278447966,0.7385693155311239,1.0,0.6105789254477301
18708,1,1,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[715, 318, 858, 443]",10602.0,0.6952414654504485,115.44813361110556,424.3868683519034,0.6673734972689879,1.0,0.5856223776223777
18709,1,1,,,,{'Cell'},"[811, 303, 931, 423]",9345.0,0.6514461182258906,107.7882685903636,397.50461735799485,0.6167348380553316,1.0,0.6336805555555556
18710,1,1,,,,,"[789, 815, 970, 992]",21850.0,0.8040188762563972,163.68889082465788,584.8843430349616,0.7421306880075732,1.0,0.6568654992664731
18711,1,1,,,,,"[843, 974, 983, 1166]",19029.0,0.7725914590573539,153.1439597699553,552.2152954766494,0.7356433750399182,1.0,0.6852678571428571
18712,1,1,,,,,"[1575, 1633, 1774, 1766]",21163.0,0.7425477932371738,163.6694436407819,554.5584412271571,0.702444282355178,1.0,0.7949144217327238
18713,1,1,,,,,"[1444, 1672, 1591, 1779]",12611.0,0.6845551207235581,126.30288300742329,421.98989873223326,0.5962636306670486,1.0,0.7965541356729607
18714,1,1,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1450, 1621, 1613, 1708]",11417.0,0.8441853012490008,120.03854350902395,423.36248173426384,0.6141337670033109,1.0,0.7980396304915027
18715,1,1,,,,,"[1674, 2010, 1893, 2235]",39201.0,0.2305403164649403,222.9484213599998,734.0386719675122,0.660221321062045,1.0,0.7922678843226788
18716,1,1,,,,,"[1725, 2403, 1852, 2522]",12107.0,0.3513487042106506,123.77758860875507,405.98989873223326,0.6371714025645162,1.0,0.7962019453450672
18717,1,1,,,,,"[1345, 2315, 1446, 2408]",7575.0,0.39269431425700024,97.83118959602925,320.73506473629425,0.5046249180028536,1.0,0.8002768018737357
18718,1,1,,,,,"[1761, 1184, 1890, 1341]",13123.0,0.6975427103276032,127.09176552597842,448.4995667241114,0.6477932412447873,1.0,0.6263763393077568
18719,1,1,,,,,"[1820, 931, 1916, 1102]",11563.0,0.8136401270531999,116.98740045987115,463.36248173426384,0.6150438272962919,1.0,0.6547880116959064
18720,1,1,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1688, 491, 1804, 596]",8526.0,0.5225260243418639,103.52225484424044,359.50461735799485,0.5879770615956968,1.0,0.6910509031198686
18721,1,1,,,,,"[1632, 2168, 1748, 2325]",12309.0,0.7309064982549695,124.41883452632929,435.97265478953017,0.6375284112453996,1.0,0.6675818141884472
18722,1,1,,,,,"[1556, 2345, 1687, 2475]",11771.0,0.6442268606284398,120.7682035344622,428.3746750430837,0.634734258385327,1.0,0.6726365237815619
18723,1,1,,,,,"[1215, 2304, 1320, 2450]",10884.0,0.7845481228058626,117.04724474053353,420.6761902332485,0.610429897514396,1.0,0.7018917155903457
18724,1,1,,,,,"[1085, 2256, 1229, 2376]",12452.0,0.5863165370215911,125.05170166150188,436.8893936688449,0.6770214744995865,1.0,0.7107638888888889
18725,1,1,{'Promyelocyte'},{'Mediocre'},{'None'},{'Cell'},"[1274, 2368, 1410, 2485]",11002.0,0.6951834433554879,113.35578276147743,423.0904037956216,0.5020700359438266,1.0,0.6342383107088989
18726,1,1,,,,,"[946, 2139, 1058, 2295]",13518.0,0.7451473122628322,127.87578141709906,464.3746750430837,0.6497321343892224,1.0,0.7350618131868132
18727,1,1,,,,,"[1130, 1583, 1263, 1740]",16705.0,0.5305879119651766,145.43840124494375,479.93102422918747,0.6442570759492625,1.0,0.7956036588286002
18728,1,1,,,,,"[1272, 2012, 1411, 2141]",14359.0,0.3701889587461528,134.79763181493772,442.96046148071053,0.6770698985877024,1.0,0.7958842228542747
18729,1,1,,,,,"[549, 1831, 703, 1939]",12475.0,0.7340523629505602,125.34154435975,438.57568516986015,0.6601600550144686,1.0,0.7418831168831169
18730,1,1,,,,,"[629, 1887, 744, 1982]",7299.0,0.6721525429611294,94.86441430899224,345.7766952966369,0.5705532045008156,1.0,0.6469565217391304
18731,1,1,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[355, 2364, 487, 2468]",9404.0,0.7240775787793143,107.45108743823143,388.8183258569795,0.6492129586047035,1.0,0.6605477855477856
18732,1,1,,,,,"[405, 2409, 527, 2516]",8943.0,0.742453053383754,106.05563699394024,373.1614716074871,0.6608564279277479,1.0,0.6767274398651755
18733,1,1,,,,,"[340, 2468, 449, 2559]",6671.0,0.474473196605791,89.73984689339458,328.2203461105329,0.6432128526389211,1.0,0.6376650872063716
18734,1,1,,,,,"[270, 2396, 370, 2491]",5842.0,0.5468559288953619,82.37940745986474,319.01323932934633,0.6408498139278225,1.0,0.5610526315789474
18735,1,1,,,,,"[986, 2332, 1117, 2465]",10244.0,0.8302077093361026,113.11965976163641,415.2152954766495,0.6381976445615061,1.0,0.5768237387361533
18736,1,1,,,,,"[963, 2290, 1081, 2379]",6855.0,0.8018505500458573,92.57524169891418,344.97770542341357,0.5231875060955893,1.0,0.6409255379927633
18737,1,1,,,,,"[895, 2297, 1008, 2510]",17667.0,0.8610926687024836,141.83506197980657,582.1797615707168,0.6778878202531646,1.0,0.6564460509368898
18738,1,1,,,,,"[900, 2462, 1049, 2559]",9424.0,0.8442536154831484,108.81109560376773,401.30360723121805,0.6356852358571131,1.0,0.6433958347747872
18739,1,1,,,,,"[1547, 946, 1680, 1059]",12041.0,0.525065273719504,123.42735172058184,405.98989873223326,0.6195121577476791,1.0,0.7961274868587398
18740,1,1,,,,,"[1593, 1115, 1696, 1238]",10177.0,0.5447935260042629,113.45121664278335,373.0193359837562,0.5796684699520326,1.0,0.7979319599021233
18741,1,1,,,,,"[1492, 1108, 1599, 1245]",11769.0,0.6232803337715849,122.00591591188842,404.33304448274095,0.5641867160762175,1.0,0.7975305273210996
18742,1,1,,,,,"[1829, 1473, 1920, 1606]",10333.0,0.7196886546249204,114.31210542902694,385.4213562373095,0.6066166654248175,1.0,0.8479715772948856
18743,1,1,,,,,"[856, 1222, 1016, 1349]",16111.0,0.6061304952360484,142.0861929299281,485.71782079359116,0.6890712866286778,1.0,0.7803149606299212
18744,1,1,,,,,"[1153, 570, 1265, 728]",13870.0,0.7060850836376179,132.21310717802922,458.09040379562174,0.7069563987208985,1.0,0.7758250452079566
18745,1,1,,,,,"[235, 1255, 372, 1369]",10146.0,0.7582508681024369,111.22980111549052,401.3452377915607,0.6421496270736349,1.0,0.6221667306953516
18746,1,1,,,,,"[264, 1354, 402, 1507]",14145.0,0.7437985029712493,130.0723147731324,489.54624791833743,0.6629044460282608,1.0,0.6293454579899592
18747,1,1,,,,,"[207, 1456, 291, 1560]",6418.0,0.6263279315507748,89.78240115812406,307.3563850798538,0.5511704545018135,1.0,0.7247023809523809
18748,1,1,,,,{'Cell'},"[455, 2048, 585, 2219]",14874.0,0.8192683237509618,134.00185558192842,492.55844122715706,0.6869470934983934,1.0,0.6344129554655871
18749,1,1,,,,,"[439, 1911, 532, 2008]",6631.0,0.5698278421343411,91.2034755135725,308.048773235279,0.5509093582205575,1.0,0.7241990910098659
18750,1,1,,,,,"[211, 1644, 326, 1807]",13906.0,0.7702854636716392,132.32861919759722,462.96046148071053,0.6455361875555138,1.0,0.7336889837289944
18751,1,1,,,,,"[178, 1537, 276, 1651]",8104.0,0.7325485505624828,100.76748170547344,357.32085117392114,0.6353992624500584,1.0,0.7138381668456857
15347,1,2,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[350, 1309, 483, 1424]",12257.0,0.5007135580506671,124.54668752523486,409.98989873223326,0.5801023229733492,1.0,0.7965348152991174
15348,1,2,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[838, 1048, 987, 1209]",19187.0,0.3772279551167978,155.85118156405713,512.9015869776647,0.5939787309017018,1.0,0.7952394847638501
15349,1,2,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[1, 409, 114, 562]",13853.0,0.6728600001209261,132.4055712251507,441.30360723121805,0.5427661529807652,1.0,0.7964023367459078
15350,1,2,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[787, 2396, 958, 2557]",22001.0,0.3378363922915479,166.88952945311362,549.8721497261419,0.6561797404862745,1.0,0.7945588609204169
15351,1,2,{'Promyelocyte'},{'Good'},{'None'},{'Cell'},"[666, 2329, 827, 2474]",18661.0,0.4347745155691333,153.679277442642,507.2447327281723,0.6459232971070794,1.0,0.7945598629256799
15352,1,2,{'Myelocyte'},{'Good'},{'None'},{'Cell'},"[1456, 266, 1607, 421]",18691.0,0.22928323894865055,153.86144044321463,504.9015869776647,0.6585708508051207,1.0,0.7944029053621021
